"","Gene","logfc","CERES"
"219","LINC02210",-2.75733530563549,0
"220","ARAP3",4.22489938701453,-0.391039243476
"221","EN2",-2.37350093520853,-0.0178594824194
"222","CASP8",2.26898320288107,0.0556590283853
"223","LRATD2",2.78969425083974,0
"224","CHMP4C",4.55852839147203,-0.0292351159149
"225","LRRC8E",4.19612009142064,0
"226","CRHR1",-2.71466839544607,0
"227","MCTP2",-1.7570019746772,0
"228","CGAS",3.97991053086322,0
"229","PRSS16",4.13989228466414,0
"230","NKD2",-1.98597181583082,0
"231","ZFHX4",-1.95465970144585,-0.0722576036482
"232","C2CD4C",-2.04477612631777,0
"233","ANK3",3.48378418857085,0.112137522228
"234","SGCE",2.23297260561232,0
"235","HCRTR2",-2.7589395299491,-0.00687288269988
"236","KRT80",3.84157437333027,0
"237","ALPK1",4.05884199409586,-0.423977426824
"238","FRMD4B",4.1739592639422,0.0609667069133
"239","GULP1",2.64706266942079,0
"240","MAP7",4.37593146129386,0
"241","ABCC3",4.26159411508482,0.05525316246
"242","ZNF717",4.15775526595986,0
"243","LURAP1L",4.05414291164109,0
"244","RALGPS2",2.82106080846298,-0.151210011647
"245","ZNF528",3.88971731822643,0
"246","BST2",3.34791036805624,0
"247","SYBU",4.08415791126467,0
"248","TFPI",4.54736663178393,0.0747700296765
"249","SP100",2.12197078407062,-0.221654609325
"250","DUSP10",3.06191568006583,0.272259006778
"251","TSPAN1",4.82491754951363,0
"252","CLUL1",-2.10515039020254,0
"253","PRAMEF26",-2.5082119060979,0
"254","RAB32",2.12964746765851,0.045515512728
"255","CLDN1",4.73429295704373,-0.0408959731946
"256","GRAMD2B",3.05508916026415,0
"257","FAM163B",-3.36249018830072,0
"258","CRLF1",-1.2490329059423,0
"259","LSR",2.78516768117648,0
"260","CPNE8",4.2377368773384,0
"261","TSTD1",3.71258505744195,0
"262","EPCAM",4.44657987308735,0
"263","SMPDL3A",3.83904303871409,-0.0611517828685
"264","PLEK2",4.71443197466639,0
"265","HOXC6",-1.37548555494656,-0.0773037178651
"266","PRDM6",-2.25210548540764,-0.585696571785
"267","GPR160",3.53411762153081,-0.149597124748045
"268","ALDH3B1",2.5413485070683,-0.265848710084
"269","SDK2",-2.55753148880013,0
"270","TCN2",4.1145478307485,0
"271","RAC2",4.56535277589029,0.134254173347
"272","FERMT1",4.19142204930232,0.0360822091051
"273","PLEKHA7",3.28192911357927,0
"274","TMEM144",4.1047191956533,0
"275","COL25A1",-2.79172911904004,-0.711888445588
"276","CBLB",3.20486585067107,0.00594304835643
"277","AKR1C3",4.03211504785983,-0.267728169781
"278","LPAR1",-1.75594668976073,0.0929002857764
"279","WNT11",-2.265831356004,-0.282219608963
"280","SNX32",-1.72774779294982,0
"281","CRYBG1",3.68413054899179,0
"282","PYROXD2",3.33219962945731,0
"283","CDCP1",4.53276817962684,-0.044338831338
"284","GCNT2",3.66836719611646,0
"285","CXCL8",4.72595323483638,0.000154386876981
"286","TNFAIP2",2.6956407004321,0
"287","SAMD9",3.6294036736908,0
"288","ZNF506",3.55187472676135,0
"289","GREM1",-2.69976274189049,0
"290","DACT3",-1.9553881109246,0
"291","SLC12A8",3.34464243387229,0
"292","SHF",-1.47481977714255,0
"293","ALG10B",3.86572283440969,-0.603926333494
"294","CPED1",-2.23528817727621,0
"295","PTGDS",-2.45877620812024,-0.0916087510775
"296","KCNJ4",-2.42138517983457,0.136542416045
"297","PDGFRA",-2.6783373261331,-0.360289108249
"298","DENND1B",3.94856495312407,0
"299","DAB2",-1.62074096305581,-0.104834019347
"300","GHDC",2.40025331162254,0
"301","RASAL2",2.76235349383575,-0.00207470396847
"302","NUP62CL",4.13057240825147,0
"303","TINAGL1",4.962887765392,0
"304","TNFRSF19",-2.0099065427885,-0.191468710167
"305","MAP9",4.04171250539728,0
"306","ZNF300",4.12200350143552,0
"307","TRIM38",3.9379870930971,0
"308","RGL3",4.44868388288505,-0.22825960518
"309","MANSC1",2.85400123678686,0
"310","IL18",4.80514899116407,0
"311","SUSD2",-2.14815130249285,-0.10198613171
"312","OGFRL1",2.74784198585592,0
"313","OPRL1",-1.79961198925159,-0.234272666586
"314","AP1S2",2.09900207951267,-0.629020690104
"315","ASPHD2",-1.5975978880601,-0.273075611917
"316","CPXM1",-3.01765974415943,0
"317","F2RL1",3.94464592400081,0.0690992368799
"318","SLC16A5",4.35851293397636,0.119593526218
"319","ZNF736",3.73258500966208,0
"320","COL26A1",-2.68952254024545,-0.138986366919
"321","KCNQ2",-2.75082387887076,0.102810089911
"322","PLEKHA6",4.34850323405411,0
"323","ZNF521",-2.65318351653739,-0.353441356512744
"324","APOL6",3.63753661768631,0
"325","ANKH",2.03766863778442,-0.193144311727
"326","ZNF614",3.49095687481627,0
"327","MMP10",-2.57859107502329,-0.19592103288
"328","SYTL1",3.69809082021491,0
"329","GPER1",-1.80238511527451,-0.278023176684
"330","TGFA",4.16958636803727,0
"331","TCF4",-1.66941358572937,0.116401181685
"332","HNMT",4.54410038902797,0.0440017864522
"333","FOSB",3.44542335854331,0.0577391523564
"334","CD47",1.66359722250832,-0.0664274637951
"335","CYB5R2",-1.71254972953975,0
"336","MYOZ3",-2.32933498662445,-0.24448247964
"337","MAP3K21",3.30500655036775,-0.465995342013
"338","BIRC3",3.8157199515371,0.0447637849437149
"339","PRAMEF15",-2.40750681920896,0
"340","IQCA1",-2.62759521002465,0.147326226683
"341","KCNK1",4.40639659772924,-0.268221507125
"342","MAPKAPK3",1.81432206031589,-0.0881478857459
"343","ZNF222",3.79221043381402,0
"344","EVA1A",4.57749450429758,0
"345","GRK5",-1.49765528849044,0.0301746573253304
"346","PRRX1",-2.65502791983805,-0.0289358625589
"347","SOBP",-1.74118630718935,0
"348","GBP2",4.14590659675217,-0.0749662628572
"349","EPS8",2.02502683905555,0
"350","ASB9",4.09712826699168,0.113714530373
"351","KIF26B",-2.0844635065398,-0.166066867115
"352","C1QL4",-1.81356438728061,-0.566503789974
"353","MAL2",4.89333641244553,-0.150242376911
"354","MYEOV",3.4818483692966,0
"355","LPIN3",2.77499706731794,0
"356","TMEM240",-1.74043212827432,-0.245198357509
"357","SDSL",2.46223044196548,-0.312926089552
"358","TOR4A",3.27367956024483,0.262106161853
"359","DKK1",3.63844268053617,-0.0156242110957
"360","CLDN7",4.66569731591639,0
"361","HMCN1",-2.39406361691158,0
"362","TTLL7",3.66814954496119,0
"363","GALNT9",-2.38817104978375,0
"364","FGF20",-2.90598045181939,0
"365","C14orf39",-2.36210637100756,0
"366","HRH1",3.9404857025197,0.0826673489854
"367","NTNG2",-1.96809063199267,0
"368","IFITM3",1.31372084615465,0
"369","RBMS3",-1.6068603245038,0.147032015707
"370","ARHGEF35",4.22653141721416,0.308530497477
"371","SERPINE1",4.26430592026199,0.0698803449165
"372","TMEM184A",3.84564155815331,0
"373","ADGRB1",-2.26928965293575,-0.014789093452
"374","MANEAL",2.15440656194616,0
"375","ACTR3C",3.91341597309962,0
"376","ARSJ",3.77424955887358,0
"377","KRT15",4.23051880849253,0
"378","STK26",2.09291317664638,0.112770268066
"379","AREG",4.77533339044583,0
"380","F11R",1.75971756318141,0.0329874597463
"381","ELF3",4.00689009352675,-0.05941021663
"382","MTERF1",-1.11154055954629,0
"383","GPR162",-1.93322525256837,-0.141938620275
"384","VWA5A",3.92356665647967,0
"385","PROK1",-2.60761928155695,0
"386","VAMP8",2.01657897576438,0
"387","C11orf96",-2.35106337909083,0
"388","TRIM49C",-2.43155181967062,-0.0741336747704
"389","ANKEF1",3.69008768600311,0
"390","FBN2",-2.33095149026715,0
"391","GPR39",3.06227455729318,-0.253200263267
"392","PDZRN3",-2.49862332107025,0
"393","TMEM59L",-1.87522938196007,0
"394","FAM81A",3.25293977799073,0
"395","LMX1B",-2.2402903863718,-0.0439971490323
"396","GBP1",3.97770577816638,0.0780179289892
"397","LAMC2",4.65001316376492,0
"398","ITIH5",-2.93126587103952,-0.160415708143
"399","PRDM16",-2.04243599159382,0.0731261924059
"400","STUM",-2.83181470352918,-0.490307304237
"401","SH2D3A",3.02932373118469,0.0347563295021
"402","SLIT3",-2.45897800756449,-0.0083497525186
"403","MLPH",4.19586538087888,0
"404","UGT8",4.04507739963834,-0.305615087622
"405","ZSCAN12",3.75807138515864,-0.0259640607717
"406","IGF1",-2.74049392588246,-0.0771514408485
"407","ADAMTSL1",-2.53897701017081,0
"408","BDH1",1.90786199636207,-0.538089114037
"409","RADX",3.8562996039954,0
"410","ALX4",-2.53737763598212,0.0281240126644
"411","COL16A1",3.99470377591977,-0.0869799365278
"412","SSX2B",-3.26702342262254,0
"413","SLFN12",4.10530957720611,0
"414","SATB1",3.90076282798987,-0.00419263879284
"415","MAPK13",2.94691721608244,0.313366739353
"416","ZNF223",3.56074001953741,0
"417","CROT",2.30462304591008,0
"418","ADGRA2",-1.86052939313434,0
"419","ALKAL2",-2.3031166642002,0
"420","KRT19",3.15664087259676,0
"421","MAP3K7CL",3.94666757104739,0
"422","SORCS2",-2.12154375807614,-0.168809382555
"423","AKR1C2",4.35194490838023,-0.247649511343
"424","ANKRD18A",3.8117826533617,-0.169328810884
"425","PRRT2",-1.39945857184647,-0.0668007647929
"426","SNAP91",-2.54054163501497,0
"427","SMKR1",3.32337993970899,0
"428","ARHGDIB",2.69572546171151,0
"429","PCGF5",1.8747850378702,-0.126419453441
"430","PKP3",3.13578734567079,0.00768984203234
"431","GPNMB",3.55527543956319,-0.0706614879703
"432","TMEM198",3.71083440388956,0
"433","KCNS3",4.02873188121414,0.0532735533883
"434","PLK5",-2.30208940796467,0.152146231034
"435","ITGA8",-3.10522566632005,0.141077479718224
"436","PRAMEF27",-2.41035311771312,0
"437","VSIR",3.04504931166045,0.00684938291398
"438","SIRT4",-1.58990998303436,0.294106870334
"439","ITGB8",3.87215753857619,0.0160750144230882
"440","LAMC3",-2.23936501710227,0
"441","SHTN1",1.95600811329681,0
"442","SHISA2",-2.32017519036041,-0.116871941746
"443","CDC42EP5",-1.84686364638897,0
"444","MAFA",-2.12728045488928,-0.131582765243
"445","CKMT1B",4.41388497110348,-0.558935878708
"446","CAND2",-1.79438792474331,0
"447","NGEF",3.30471728298621,0.0506683490883
"448","ICAM5",-1.27120379422095,0
"449","ADAMTS18",-2.66474011924217,0
"450","UNC13D",3.32971851206354,0
"451","RNLS",3.81796754612982,0
"452","NYNRIN",-1.92149707709054,0
"453","ITGA6",1.63338711725145,0.0419147827959
"454","GLIPR1",3.32243132175345,0
"455","LRRC4C",-2.65146849436199,0.32710385704
"456","PTH1R",-2.17751264286774,0
"457","STON2",3.61107015561235,0
"458","SH3TC1",3.0528811355055,0
"459","CXCL1",4.59480753594177,0
"460","MECOM",3.55967019294034,-0.0158773446607
"461","SLCO2A1",-2.2341030116929,0
"462","SP9",-2.25479110758667,0
"463","EPHA6",-2.14263178181617,0
"464","SAMD12",3.17534026483813,0
"465","ABLIM3",4.03382572099515,0
"466","ZNF280A",-2.03557366031607,0
"467","SOX8",-2.57496291072536,0.063298556355
"468","FGD4",3.22456960088481,-0.409106638216
"469","DPYSL3",3.69889549744314,0
"470","CDH23",-2.15250526634317,0
"471","DUSP23",1.72969162730288,0.0342590839106
"472","TFPI2",3.99968969327395,0
"473","ENOX1",-1.67587862251807,0.00431989976153
"474","PTPN6",2.70410901564041,-0.098275727168
"475","HACD4",-1.78929889403694,0
"476","SCNN1A",3.9914938137438,0
"477","MAN1C1",-1.67098838896781,0
"478","C6orf141",4.26851805757148,0
"479","TAFA4",-2.65891434136205,0
"480","PLA2G4A",4.0546024352539,0
"481","PTPRE",3.33592980172327,-0.633079904835
"482","ENG",2.79215614471778,-0.00230071749084
"483","RFPL4B",-2.77979939857954,0
"484","AGR2",4.80113532786394,-0.259303430183
"485","DACT1",-1.99883263985135,0
"486","SEZ6L2",1.98973423197847,-0.418077338938
"487","VEPH1",3.92058472444046,0
"488","ANKRD18B",3.74023788988273,0.30719522351
"489","AFF3",-2.10103442961687,0.104574030921
"490","DHRS2",3.51712918247235,0.0309932803047
"491","DNAJC6",3.13960555494517,0
"492","PTPRH",3.37136942652341,0
"493","APOL1",3.42084800012254,0
"494","ECHDC2",1.72233312438049,-0.263121808226
"495","HOXD3",-1.87452510688149,-0.34408299436
"496","SLC43A3",3.40950758003546,0
"497","HOXC8",-1.4541172431138,0.173978092052
"498","C1orf53",2.52846215618427,0
"499","EPDR1",2.53212790918159,0
"500","RAB17",3.6880092475525,-0.271444205354
"501","KLF5",2.08420367880956,-0.0745252156424
"502","KRT7",2.65943567009714,0
"503","ARAP2",3.62335123429527,-0.0909454533863
"504","LCN2",4.69451477208245,-0.16517060455
"505","CYP24A1",-2.2476801480179,-0.0371739199382
"506","S100A14",4.81330767691251,-0.109655489269
"507","TRIM49D2",-2.49532374080595,-0.185747386616
"508","ZNF467",-1.60670749835893,0
"509","P4HTM",1.90479914907468,0.0227365566685
"510","FOXA1",4.26124117684388,-0.0970085668859
"511","KCNAB3",-1.37559814959565,-0.49090762368
"512","CRIP3",-2.10389570102735,0
"513","STAT5A",3.56493206624161,0.0189975006623
"514","SLC35F2",1.58022927002318,0
"515","CAVIN3",4.63299905633988,-0.18770918691
"516","MMP11",-1.33729150002998,0
"517","EFCAB2",1.89063185877634,0
"518","POPDC3",3.73140323837794,0
"519","METTL7B",4.13385579561064,0
"520","CD163L1",4.02827432619929,0
"521","CDH15",-2.22397898154971,0.0331164255776
"522","PROK2",-3.02280250391279,0
"523","WSCD1",-2.18082088742594,-0.374965976718
"524","NTM",-2.56723843135,0.0816105813765
"525","GCNT1",2.80469823575317,0
"526","BICDL1",2.47424804081659,0
"527","HPSE",2.99381317773091,-0.354597208997
"528","ZSCAN4",-2.38524892700223,0
"529","SPINT1",2.98902381345966,0
"530","SKIDA1",-1.71034057001879,0
"531","CDS1",3.3851491047918,0
"532","GABRA5",-2.89620239498629,-0.0593957426639599
"533","SERTAD4",-1.35482932625162,0
"534","OLFML1",-2.48373789045745,0
"535","TET1",-1.67833942971127,-0.281215561601
"536","RPS6KL1",2.71720874917963,-0.175329117852
"537","CRABP2",-1.28622864199442,0.00494946435716
"538","EDN1",3.98341155389265,0.0118250826755499
"539","PEG10",2.00990089145615,0
"540","CADPS2",3.66661789093273,0
"541","FBXO43",-1.43047352056423,0
"542","GSAP",2.8135193879131,0
"543","MPZL3",3.02423155487133,-0.112463738337
"544","LIPE",2.97628598710472,0
"545","TSPAN18",-2.09523198655658,0
"546","EVPL",4.33808761863991,0
"547","CCNJL",2.64672056855113,0.00741210105007
"548","ST6GALNAC2",4.08037022648262,0
"549","MARCO",-2.38108776366327,-0.0703400919951
"550","STING1",1.84389502763672,0
"551","KIAA1614",-1.60042694714087,0
"552","MYO5C",3.20459263325217,0
"553","FBXO32",2.27440402888638,-0.211778157406
"554","ARHGDIG",-2.04092262465316,0
"555","ANTXR2",2.15510921344922,-0.0875398856838
"556","GPC4",-1.60294805030778,0
"557","ARHGAP28",-1.8129461257445,-0.222048399725
"558","PCLO",3.53688403153205,0
"559","EFEMP1",3.84384987795224,0
"560","ITGA3",1.42566771911549,-0.166249385246327
"561","PAX3",-2.90265510280648,-0.0529485378154
"562","STYK1",3.2958964659998,-0.17358788584
"563","FIGN",3.62152129043084,0.19976832129
"564","SEMA6C",-1.26641566432351,0
"565","HOXD12",-2.23118404346765,0.148293666922
"566","KIAA0040",3.06028860282045,0
"567","CD302",-1.35260478685057,0
"568","CAV2",2.05857732305504,0.169009730332
"569","MST1R",3.81711297354532,0.0622866286067403
"570","MALL",4.33684651159417,0
"571","C6orf132",4.23427330643866,0
"572","SLAIN1",3.44275030048164,0
"573","ERVMER34",-1.84890292768881,0
"574","UBA7",2.3108663513009,0.0807703067554
"575","PPP1R9A",3.52490131386875,0
"576","CPA4",4.34145313793629,0
"577","UNC5B",-1.60354487177873,-0.190157103016
"578","TBX18",-2.28403094198746,0.0965890932753
"579","TBC1D8B",3.08951183786238,0.0862506334752
"580","ITGB4",2.37932229997592,0.0566112168976
"581","SPP1",3.87898733795675,-0.131651347637
"582","ARFGEF3",3.35291999936855,0
"583","COL9A1",-2.52406560822529,0.0227830516574
"584","ZNF484",3.60131556449273,0
"585","HOOK1",3.46328701189435,0
"586","KCNK4",-2.35295026528511,0
"587","METTL7A",3.35160593690408,0
"588","ARHGAP42",2.72960698155365,-0.00409200458425
"589","OSGIN1",2.0093133262383,0
"590","EFNB3",-1.67419188877807,-0.0732417771392
"591","COL9A2",3.71830060988452,0.0252739790129
"592","JUN",1.35989897818225,-0.183697050379
"593","SORBS2",3.43918802240276,0
"594","RCOR2",-1.40273968446788,-0.349489506928
"595","HSD17B14",-1.44103413053272,-0.394924209036
"596","ATP8A2",-1.99392077183016,-0.0947635570367
"597","GPM6B",-1.73849399389818,0
"598","MKRN3",3.77816340647514,0
"599","KYNU",4.33469653362322,0
"600","GRIP1",2.90247706852203,0
"601","ZDBF2",3.49402557066919,0
"602","RNF43",4.02771598938225,0.00817443697305222
"603","JPH1",3.01018938343429,0
"604","RAB3IP",1.60783786946467,0
"605","ASPHD1",1.90266082100651,0
"606","NCEH1",1.69372487655043,0
"607","CASP10",3.3169298797756,0
"608","SNCA",4.43537770143123,0
"609","SEMA3A",2.81634481858744,0.316389794567
"610","SH3RF3",-1.73656672118614,0
"611","ARNT2",3.77741948798093,0.0107984459073937
"612","S100A2",2.10543800122903,0.110084402333
"613","ESRP2",3.75814059532147,0
"614","MAN1A1",3.06645771103511,0
"615","SLC9A7",2.05357373286725,0
"616","CDA",4.33867031266997,-0.17044410596
"617","PLXNA4",-2.27016688570732,-0.143220879995
"618","GFPT2",-1.69581109281988,0.166750873537
"619","CXCL2",4.11795216240347,-0.528073692467
"620","PALM3",-1.79444564094995,0
"621","C17orf107",-1.71360262741355,0
"622","TES",1.39232261464134,0
"623","MAOA",3.77603801768663,-0.0395205229169
"624","MTHFD2L",1.97473819867826,0
"625","GNG11",4.25104113924317,-0.125613141239
"626","ZNF25",-1.319109508201,0
"627","ACSL5",4.0140784736602,0
"628","SLC22A15",3.54828124253352,0
"629","TRPM2",4.13711845489144,0
"630","MET",1.49272265270478,0.0674820152828
"631","FAM102B",2.22883409276526,0
"632","VASH1",-1.31260126391454,0
