"","Gene","logfc","CERES"
"1522","GRAMD1B",2.62375073534296,0
"1523","CAMK4",2.79445416818849,0.153422406569
"1524","SMIM10",3.03254993439962,0
"1525","PITPNM3",1.97770752370595,0
"1526","PLCH1",2.58142864608223,0
"1527","CDYL2",2.48428011239217,-0.00934167381585
"1528","HS3ST1",2.91065106594957,0.100989469219
"1529","CX3CL1",3.27792153552522,0
"1530","ADGRF1",3.54717548666703,-0.219425022687
"1531","CORO6",-1.02732753313879,-0.0938122176589
"1532","PRR16",3.06157525031614,0
"1533","MARCHF4",3.2597950982114,0
"1534","TMEM106A",2.08815105178837,0
"1535","GJB5",3.43401972863921,-0.436493970158
"1536","CHST7",1.89471509174673,-0.287400022518
"1537","CDH13",3.65044260208497,-0.217029438892
"1538","KIAA1549L",2.79749824132846,-0.10515138238
"1539","ARHGEF26",1.65804413571709,0.0895405223717
"1540","FCGR2A",3.20767440163363,-0.184518006775205
"1541","CYGB",-1.51556232451934,0.121996145375
"1542","PEAR1",2.65158779693379,0
"1543","AP3B2",2.70351078552323,0
"1544","TTC9",1.98797551719391,0.0418802276678
"1545","ERP27",3.3168710713255,0
"1546","HCLS1",3.25207208540237,-0.163521018124
"1547","PFKFB2",1.31272373844735,-0.0249297481472
"1548","PTPRR",2.58397312333809,0
"1549","SMOC2",-1.9641669729438,0
"1550","GBX2",-1.34809022627916,0.0129249832009
"1551","EDN3",-2.1955882465577,0
"1552","PALMD",3.27051195099706,0
"1553","RIPOR3",3.06208268975281,0
"1554","BARX1",-1.97995190085042,0.196587322094
"1555","ZNF311",2.70091810199787,0
"1556","S100A1",1.90931763812287,-0.713862534378
"1557","IFI27L2",0.857324633588785,0
"1558","TNNC1",-1.36896035821583,0
"1559","TBC1D3D",2.73404130876745,-0.259586971175
"1560","TBC1D2",1.2417968461806,-0.0251920855089
"1561","ADGRE2",2.87512340879794,0.559968013845
"1562","KCTD14",2.45643250023577,0.00719569230773
"1563","FAM83B",3.0754447036227,0
"1564","PLB1",2.63392183289965,0
"1565","RIBC2",-0.99096748603685,0
"1566","ESAM",2.3722490672296,-0.302484855654
"1567","ABI3BP",2.99591838261059,0
"1568","IFITM10",2.87698176952502,0
"1569","CCL26",3.10750560995409,0
"1570","DENND2D",1.85665747478764,0
"1571","DOCK10",2.34713823689163,0.0221692510463
"1572","EPHA10",2.78723720488977,-0.364249577064
"1573","EFCAB1",-1.82135865328745,0
"1574","ABCB1",3.25257976293986,0.0190006733644
"1575","VSNL1",3.32980240741034,-0.090856532299
"1576","LPAR5",2.96917759860604,-0.234826405184
"1577","GRIK2",3.02200807926893,-0.320154629723
"1578","PGBD5",2.93821548998041,0.0803857701812
"1579","RASGRP2",-1.50181595282809,-0.204029895424
"1580","MAFB",-1.49663291036485,0.12687846181703
"1581","SH3D19",1.13106834433798,0
"1582","KCND3",-1.86914340289388,-0.0631117031392
"1583","CNTNAP3C",2.86327442735523,0
"1584","UBASH3B",1.32657087120288,0.104189340293
"1585","ST6GALNAC5",3.06521307009558,0
"1586","CRYBG2",2.03535339743309,0
"1587","ZNF620",1.79036593194245,0
"1588","ID2",-0.620573222213036,-0.200460641484
"1589","ZNF501",2.56079050059472,0
"1590","ELMO3",1.39978898699126,0
"1591","CACNA1C",-1.65191458225565,-0.315886155342
"1592","SLC6A15",2.99121225570054,0.0601673743954
"1593","RUNX3",-1.37625395159628,-0.0779853204288
"1594","PDE1C",3.34836407548488,0.0935673857027
"1595","PDZK1IP1",3.37469771767146,-0.1320910458
"1596","ADGRF4",3.11714027126851,0
"1597","CD22",2.74531062394546,-0.000970800795429688
"1598","WFDC2",2.82234659248921,0
"1599","KRT86",2.89744232729952,0
"1600","TFAP2C",2.11313914982467,-0.178149662686
"1601","C1orf167",2.70224559875945,0
"1602","MEST",1.19204269190766,0
"1603","TNFSF13",1.38414825704628,-0.226188933057
"1604","CHRM3",2.78688924469653,-0.0869405271761877
"1605","CNPY4",-0.712620880686799,-0.0910811873614
"1606","LY75",3.07125266478333,0
"1607","TMEM63C",2.4627074716758,0
"1608","MUC12",2.76274761413024,-0.180659828363
"1609","SLC38A6",-0.738732676263809,-0.105016710852
"1610","NTF4",-1.30138046876553,0
"1611","CITED2",0.912118618511857,0.0292139099441
"1612","ITM2C",-0.587130430095013,-0.191362754364
"1613","KRT23",3.48329364397711,0
"1614","CYBRD1",-0.931452142387153,0
"1615","KRTAP2",3.30895203076211,0
"1616","FADS2",-0.635940803718986,0
"1617","SLC35F3",2.93057782485498,0.312366763663
"1618","SCEL",3.52588450088555,0
"1619","BEST1",1.79034403473065,0
"1620","EMID1",-1.33997192455598,0.0404524563373
"1621","ADAM23",2.67254477489725,-0.135984270279
"1622","MAP3K5",1.4491027875589,0.0628154120115
"1623","CAMK1",-0.805951473526332,0.295359124176
"1624","DENND3",1.12305824758476,-0.14846476473
"1625","CNTN1",3.17337360183747,-0.104109525543
"1626","AGAP5",1.45373168981003,-0.0285800751278
"1627","FAP",-1.73287753195676,0.0979099932408
"1628","EDARADD",2.52632208145539,-0.122270835889
"1629","STAC2",-1.81632696665395,0
"1630","NID2",-1.35155682226521,-0.339851294267
"1631","NUDT19",1.15861364053753,-0.042907892578
"1632","IER3",0.832970123905191,0.0918042438669
"1633","RLN2",2.77639694943942,0
"1634","TNNT1",-0.630458353657177,0
"1635","S100A5",2.745978069977,0
"1636","SMIM6",2.91146903031517,0
"1637","CXCL5",3.50412581225667,0.0650877727383
"1638","PKIB",1.91492008763056,0
"1639","KLK8",3.61814277110757,0
"1640","WDR17",2.42010107910322,-0.106576977607
"1641","PROM2",2.46463419623244,0
"1642","CEACAM5",3.392562960437,0.0407392430017989
"1643","PADI2",2.90813814315463,0
"1644","PNMA6A",-1.30548393501427,0
"1645","HRCT1",2.55805056483341,0
"1646","HMGCS2",-2.23639925698437,0.0513628327933
"1647","RRAD",2.9261966040528,-0.184784924039
"1648","C1orf210",3.2091042716617,0
"1649","SDCBP2",1.7251587043478,0
"1650","PCED1B",1.84300657069803,0
"1651","SETBP1",-1.12787584363303,0.0891192840786
"1652","ZNF793",2.34960395006097,0
"1653","PADI3",3.14933040861464,0
"1654","DAPK2",2.02504442598234,0.119535781735
"1655","DIRAS1",-1.21636574781623,-0.113018988302
"1656","BCAS1",3.19245840241693,0
"1657","IGFN1",3.36791524791864,0
"1658","FBLN1",-1.01278281741078,-0.128971875419
"1659","C8orf89",-1.78157712366909,0
"1660","TUBA1A",-0.582342228914204,0
"1661","VDR",1.30437869359497,0.036760309712
"1662","FCRLB",2.45913678853365,0
"1663","CDH4",-1.63286186458545,-0.0277766343789017
"1664","PHYHD1",3.15887480115036,-0.149512470685
"1665","C3orf70",-1.57852032348391,0
"1666","AJAP1",-2.03737012933121,-0.111873686239
"1667","TMEM178B",2.92011161018431,0
"1668","EVI2A",3.19427380392339,-0.179781199361
"1669","UNC93A",-2.17115468065563,0
"1670","C1orf115",1.65732477567721,0
"1671","TCIM",2.97982281520649,0
"1672","PRKG2",2.65223025187923,-0.100836059761
"1673","CALB2",2.78075236420496,0
"1674","ERO1A",0.8485835366874,0
"1675","NRCAM",2.39810098228779,0.0851706025753
"1676","RHBDL3",-1.5186103546078,0
"1677","TBX3",-1.12125212771467,0.405999452636
"1678","SLCO1B3",3.45928033012368,-0.0474617771413
"1679","MFAP5",3.33421493507701,0
"1680","LIN7A",3.11103448372347,-0.458604895561
"1681","HHAT",-0.917046099279445,0.221881116193
"1682","RHOV",2.00413381912409,0.198168391846
"1683","CARD11",3.35482799932027,-0.00749267734184
"1684","NEGR1",2.85025678743599,-0.217066574782
"1685","UBD",3.24836828475826,0.193874711912
"1686","ADRA2A",-1.8576748070873,-0.128522186453
"1687","MB21D2",1.38013685172258,0
"1688","TBC1D26",-1.7486069003562,0.354588672538
"1689","LAT2",1.93309289250325,0
"1690","ITGB2",2.46625632468299,-0.167732088632
"1691","PCDH19",-1.92839200096163,0
"1692","PRAMEF4",-1.6490673448949,0
"1693","SEPTIN3",-1.20974956175347,0
"1694","TTC6",2.82587483591901,0
"1695","TRIM31",3.16778049744293,0
"1696","FGFR1",-0.717394750894579,-0.161287533830056
"1697","PLXDC2",2.87020530350429,-0.260934452913
"1698","AL162231",-0.837066420230576,0
"1699","PON3",3.28606913303557,0
"1700","GNAO1",2.78271163995986,0
"1701","FLNC",-1.44491782574852,0
"1702","TMOD1",2.05741443062193,0
"1703","ASIC1",-0.856292679960561,0
"1704","TCF7",-0.844234519406723,-0.160615176626
"1705","FSCN2",2.60259848699474,0
"1706","SOD3",3.15681608414601,0
"1707","ZNF853",-1.33311378682304,0
"1708","TLR4",3.00603326054171,-0.055075068886909
"1709","ZNF677",3.48745191075967,0
"1710","LRG1",2.89634995935512,-0.0667633521725
"1711","RIMBP2",-2.07700483908554,0
"1712","ACSS3",3.06794760275808,0
"1713","MAB21L4",3.27413557205522,0
"1714","RPS6KA6",2.71272517841214,-0.518347378671
"1715","EYA1",-1.54996479570207,0
"1716","ELOVL2",2.96547538215538,0.0091174571523
"1717","ITGA4",2.85840496009139,-0.0860872736165
"1718","MPDZ",-0.811962876100754,0
"1719","SPTB",2.67997418133212,0
"1720","GRHL3",2.96367214011769,0
"1721","ZNF630",-1.18681416062428,0
"1722","ARID5B",-0.8286644041971,-0.222986304646
"1723","LGALS9",2.02638546506898,0.0851455927127
"1724","SEMA3D",2.90773843670826,0.0875439034295
"1725","ZBED2",3.35711643182077,0
"1726","ILDR1",2.88662702936714,-0.344590759594
"1727","HBG2",2.89579029010086,0.175599364001
"1728","SYCE1L",2.25068758477662,0
"1729","GIPC3",-1.66476727586038,0
"1730","C5AR1",2.5928750346961,-0.0566295699608
"1731","LEPR",1.68313984035517,0
"1732","OXTR",2.11434475292125,-0.0927794135207
"1733","HLA",2.94189903723057,0
"1734","RBP5",1.88510709361393,-0.052215091469
"1735","SPX",2.91274223997742,0
"1736","SPON1",2.87722172199369,0
"1737","TXK",2.53247493930808,-0.241269634359
"1738","TLCD2",-1.02407407109651,0
"1739","FNDC5",-1.25373831540929,0
"1740","PDGFRB",2.88621395532376,-0.0137563343674
"1741","TMPRSS2",3.25878774954828,0.143961486603
"1742","RFTN1",-1.07434292575468,0
"1743","CYP2E1",-1.19358096687363,-0.281364940709
"1744","DIPK1B",-0.809978976609177,0
"1745","PSG5",3.19252944338617,-0.110617667152
"1746","TTC22",3.13389002955176,0.0420007141615
"1747","CP",3.02690252396122,0.099155843425
"1748","RGS4",3.0363591895439,0
"1749","ONECUT2",2.43062727485773,-0.18355111159
"1750","PSD4",1.23214278592909,0
"1751","SALL4",2.50392512904387,0
"1752","OCLN",1.20673501357714,-8.20665392853e-05
"1753","PRKCQ",2.81382436830734,0.0246361815658
"1754","NLGN1",2.86372482225776,0.145828482558
"1755","SMARCD3",-0.711778304765356,-0.0955245113122
"1756","DTX3",-0.724492838390973,0
"1757","LAMA3",1.71147315621866,-0.244612036651
"1758","OLR1",3.31621635356843,-0.147675758184
"1759","CCDC200",2.19115706554544,0
"1760","RNF122",-0.936189229388806,0.250216254259
"1761","STS",1.47359718567624,0
"1762","THNSL2",-1.121898028653,0
"1763","MGAT3",-1.47286000591535,0
"1764","TIMP4",2.97964432920102,0
"1765","PNMA8A",-1.73360270071151,0
"1766","GPR87",3.36956651619724,0
"1767","HMSD",3.03486615674407,-0.0636476839885
"1768","PHETA2",2.34231193215781,0
"1769","DNAH11",2.39627084688806,0
"1770","TSPAN2",2.52703361994953,0
"1771","TMEM117",-0.908091397847912,-0.187079946957
"1772","TMEM232",2.59183912769838,0
"1773","SLC18B1",1.1408919587238,0
"1774","ZNF257",2.88238576867105,-0.128291844463
"1775","HTR7",2.84393271536258,0.0177168437291
"1776","PLAAT1",2.38079703883227,0
"1777","RASGEF1B",2.69296372424127,-0.172346955596
"1778","JPH2",2.81540368262913,-0.212436409205
"1779","OVGP1",2.14728607170253,0
"1780","GPX7",-1.62527896375229,0
"1781","PDCD1LG2",2.86856613514619,-0.142427545064
"1782","FRZB",-1.72752536879142,0.0520308685507
"1783","PRR15L",3.12036006448387,0
"1784","PRICKLE2",-1.11549380248507,0
"1785","ZBTB38",0.958987822686273,-0.585616842609
"1786","LIPG",2.12651796319886,0
"1787","ARMCX2",-1.3370566351436,0
"1788","FAM167A",2.22607359120843,0
"1789","TRIM22",2.12031861743949,0
"1790","CYTL1",-2.01480844094747,0
"1791","HSPA6",2.54954197854472,0
"1792","KIF16B",1.18385787952289,-0.0894919627338
"1793","HBA1",-1.53681159266576,0.0136848426680071
"1794","ADIRF",2.40482381391292,0
"1795","CSAG3",3.29296071123423,0
"1796","IFI44L",2.65854708838181,0
"1797","KCNK2",2.90330283890153,-1.0894698984
"1798","MEIS1",-0.893427861955243,0.0111775797863
"1799","ULK2",-0.865330252818538,-0.46278318835
"1800","CELSR3",1.24790298141483,0
"1801","FAM83F",2.98813673318548,0
"1802","IFIT1",-1.02434576898663,0
"1803","FRY",1.93021002092912,0.0703183919452
"1804","GPR137C",-1.05103666641191,0
"1805","CYP4F3",3.09124063247417,0.0263618498623
"1806","PKNOX2",-1.93100921847321,0.0186051955764
"1807","ELAPOR1",2.82369651453215,0
"1808","ADPRH",2.16949890419945,0
"1809","KATNAL2",-0.936409317714401,0.311234805168
"1810","EMP1",-0.866959046152952,0.146812688966
"1811","AMY2B",1.66209984743813,0
"1812","ITPK1",0.848816322458315,0.0186347999964
"1813","LYL1",3.00540161700297,0.0630468050927
"1814","ALDH1A2",2.41989900242553,0.217713645194
"1815","DDC",3.18282570355621,0
"1816","GGACT",1.71472298206536,0
"1817","TCN1",2.97783890203137,0.0707188839198
"1818","ANKRD22",3.024443615873,0
"1819","PSG4",3.21057904436257,-0.014906984145
"1820","C8orf44",-1.51885820054645,-0.0553709653828
"1821","ITPRID2",0.793173365599554,0
"1822","MYL1",-2.19502757397104,0
"1823","FKBP10",-0.670408156447463,-0.289020239282
"1824","MICU3",-1.13883334625243,0
"1825","ADGRB2",-0.814644957827545,0
"1826","FOXA2",3.1532233763248,-0.183068065353
"1827","TRPV4",-1.36375219446261,-0.0241747259178
"1828","NPTX1",-1.63873933127697,-0.0930927982963
"1829","RIPOR2",2.95026932202174,0
"1830","CEMIP",1.9277260926282,0
"1831","EYA4",-1.49102243537794,-0.222588350866
"1832","ST3GAL5",-0.765883368997345,0
"1833","TMC8",2.6399585505528,0
"1834","FLG",2.83259092639866,0
"1835","ST6GALNAC1",3.15416073055451,0
"1836","CYP4F12",3.06513001071191,0.23196362453
"1837","TMEM100",-1.8696083279094,-0.0867551833686
"1838","ELOVL3",-1.23400938887931,0
"1839","SPINK5",2.9275737631654,0
"1840","BCL2A1",3.25461304182484,0
"1841","WASF3",-0.971802376054754,0
"1842","DOK7",2.34021164187013,0
"1843","BAIAP2L2",1.55328232956419,0
"1844","GPC6",2.57271294339543,0.0895242757068
"1845","TPD52",0.801681632856694,0
"1846","ZEB2",2.31934627245762,-0.129415356824
"1847","PRAME",-1.26964589314136,0
"1848","IRF5",1.51854535883656,0.0248995968442
"1849","TMEM184C",-0.669966973351174,0
"1850","CACNA1I",-1.70920967113872,-0.214855867111
"1851","ST8SIA4",2.76031307988846,0
"1852","IFNE",2.61777022160331,0
"1853","ZNF880",1.79306920672147,0
"1854","ACOT11",1.53498910369076,-0.0153593958791
"1855","ANKRD10",0.773129312501797,0
"1856","GAS6",-0.730357351173065,0.167506326401
"1857","DCDC2",3.12345056301099,0
"1858","CHI3L1",3.13639120557347,0
"1859","CTHRC1",1.89450601154273,-0.0237040008942
"1860","SLC9A5",-0.987485207975145,0.00484632480592
"1861","FZD4",-0.928022107746812,0.12146876938
"1862","NCAM2",2.79280222456867,0
"1863","PRAMEF6",-1.50315335001587,0
"1864","TSPYL5",-1.88072348288189,0
"1865","NOTCH3",-1.03240173646838,0.0210710012964
"1866","CCN5",2.94501286039513,0
"1867","IL2RG",2.77356785384624,0
"1868","CRYAB",2.34894227092658,0
"1869","ITPKB",-0.847268307625113,-0.186629544092
"1870","B3GALT5",2.81420232548978,0
"1871","CDH6",3.27170544168261,-0.326640923781
"1872","MFSD6",1.03875361252678,0
"1873","CYS1",-1.42118695399808,0
"1874","FAM183A",2.53547363172832,0
"1875","ZIC3",-2.02145308501,0.0207662528012
"1876","MDFI",-1.2295703844909,0
"1877","DNAH10",-1.36522736694065,0
"1878","CAMK2N2",1.79135048321881,0
"1879","PDE6B",3.02670776632038,0.145155227321
"1880","PELI1",-0.75232100438141,0
"1881","SGCD",-2.14788950862379,0
"1882","PLAAT2",2.77714122179391,0
"1883","FBXO2",-1.09626965259893,0
"1884","ALOX5",3.0036446888564,-0.0871612202713
"1885","LY6D",3.28199189937314,-0.123763194973
"1886","EEF1A2",-0.861347212610197,0
"1887","ABO",3.12920509885872,0
"1888","HSPA12A",-0.795125086193304,0
"1889","IL1RN",3.0662322271454,0
"1890","TMPRSS13",3.03169014283357,0
"1891","MDK",-0.532691432072894,0
"1892","SRRM3",-1.05828734218904,0
"1893","NBL1",-0.629058469246027,0
"1894","SULT1A2",2.68388954032103,0
"1895","SLC16A9",1.95749767196604,0
"1896","DNALI1",2.94663257673572,0
"1897","DNER",2.54547748386178,0
"1898","NXPH3",-1.50304858126992,0.00431729654867
"1899","OAS1",1.41643191129635,0.242413151377
"1900","TNFSF13B",2.57981601422273,0
"1901","PLEKHS1",2.90785687559628,0
"1902","HES2",-1.38679669603319,-0.0239932790223
"1903","TNFRSF18",2.96414991367571,-0.453545858092
"1904","ZNF43",1.71528711744823,0.0937526751667
"1905","BTBD11",-1.28220571149821,0.0176304501779
"1906","C4BPB",3.20085914512879,-0.0852123518459
"1907","SPINK1",3.05521100310614,0
"1908","ZNF587B",1.18333175346933,0
"1909","PCSK5",2.45732649832082,0.158227837867
"1910","RAB40A",2.49177526192684,0.0023481835617
"1911","ARL10",-0.975323195478813,0.0503721983858
"1912","ANGPTL2",-1.66615013436473,0
"1913","TGFBR2",0.933740325567167,-0.414182122737
"1914","FREM2",2.73712470672172,0.0555553626297
"1915","LYPD6",1.63094284239372,0
"1916","CASP1",1.93423512077603,0
"1917","TMEM92",2.37604411915247,0
"1918","ABRAXAS1",-0.768603181538814,-0.0182000092928
"1919","OLFML3",2.79495673176118,0
"1920","RAB3A",-0.872574687310451,-0.183831564266
"1921","CCDC57",0.838716673269432,0
"1922","AKNAD1",2.53683901736028,0
"1923","SLC7A5",0.675655633223614,0
"1924","CES1",2.99501498270378,0.014103835591
"1925","SPAG4",-0.793572415340987,0.145037294646
"1926","THBS2",3.25345570167968,-0.0190100682582
"1927","CAPN8",3.27385635288415,-0.143292646344
"1928","MUC13",3.24602947538546,-0.132792186542
"1929","HOXB5",-1.13250393639656,-0.0862557418139
"1930","MYLK",1.32913166769646,0.159391803755985
"1931","FGF5",2.9993478234451,0
"1932","FHL2",0.78296571787493,0
"1933","IL17RE",1.66555068215784,0
"1934","AQP3",1.80905190799001,0
"1935","NREP",-0.71723124914231,0
"1936","ACTG2",2.94142082639773,-0.549670211981
"1937","PDGFB",-1.02374854600535,-0.0025885511111
"1938","TENM2",3.14205368617957,0
"1939","CMTM3",-0.667951831833429,0
"1940","DUSP1",0.846777030263061,0.143609193615
"1941","ZFP2",-1.44948168849487,0
"1942","KIAA1671",1.13537862920867,0
"1943","ALPK3",2.46995276286596,0.345722750551
"1944","ZBTB20",2.50071344665073,0.2992070098
"1945","ARHGAP25",2.64771620682169,-0.172331103408
"1946","RASL10B",-1.27568529763005,-0.17006826668
"1947","IL13RA2",3.26354623661952,0
"1948","LRRK2",2.64895564620574,0.175190399341
"1949","FSCN1",-0.570244422985414,0
"1950","GTSF1",3.49992893413769,0
"1951","EMILIN1",2.56287952529778,0.166231449695
"1952","DMC1",1.7324427952107,-0.20423268358
"1953","HOXC13",-1.13391441418483,-0.105473470661
"1954","ALDH3B2",3.14579335054307,0.104090939531
"1955","TCAF2",2.2747213369985,0
"1956","KRTCAP3",1.54356531361294,0
"1957","HEYL",2.61612189015988,0.042767649332
"1958","PTPN22",2.76900571367458,0
"1959","FAM155B",2.48159157183948,0
"1960","H2AC18",0.838841388726426,0
"1961","IGSF3",-0.718707493197105,0.0968652755295
"1962","TMEM200A",3.03461722222913,0
"1963","GLI2",-1.14323349356888,-0.0913040573688
"1964","TWIST1",-1.374232771844,-0.170976776318
"1965","FBLN5",-1.32518157285047,0
"1966","KLK5",3.32296123774391,-0.0375838779004
"1967","KIF6",2.55132771450422,0.113343155598
"1968","CDRT1",1.76131054939271,0.0604702217865
"1969","STK3",-0.658501186092928,-0.121925047048
"1970","FAM43A",-0.872175583690923,0
"1971","FEZ1",-1.20585680962494,0
"1972","EVI2B",2.72557010105357,0.0674117529453
"1973","MAGEA1",3.34423455050524,-0.5602347631
"1974","SNAP25",2.72150977207782,-0.0556008993422
"1975","RASGRF1",2.56859536372867,-0.121014885519
"1976","LCOR",1.01216445210988,0
"1977","MAMDC2",-1.5042142983682,0.00206284157457
"1978","DHRS9",3.08309339592516,0.0141559946149
"1979","MEIS2",1.04905472357589,0.011574591271
"1980","CNKSR1",1.45861551957943,-0.0843377592277
"1981","CCNP",2.5328397525421,0
"1982","RPS4Y1",2.70870964340214,0
"1983","OVOL1",2.95753179775657,0.145646793457
"1984","PROM1",-1.71540605447203,-0.20258984454
"1985","HYDIN",2.47637279647227,0
"1986","ENKD1",0.999093374118972,0
"1987","DDR1",0.762202115073963,-0.659902391067
"1988","PCDHGB5",2.83377015576429,0
"1989","CAPN3",1.92378572479789,0
"1990","ELAVL2",2.8361407744039,-0.405906892476
"1991","CORO2B",2.50164026129943,-0.0560198693215
"1992","ZNF365",2.19156129906635,0
"1993","NFIA",-0.850100332778863,0.0151567419184
"1994","ANKS1B",2.34040183272215,0
"1995","EDA2R",-1.70201847452726,0
"1996","PPP2R2B",2.88533224381018,0.121080222496
"1997","SLC38A5",2.38844258515401,0
"1998","SLC16A10",-1.08074392926241,0
"1999","NUPR1",1.78812985780131,0
"2000","BCL2L15",2.69186362828541,0
"2001","BEND5",2.70150623742262,0
"2002","FOS",0.74486124053148,-0.594437013043
"2003","LRRCC1",1.12443736628188,-0.190857131351
"2004","EIF2S3B",1.44808943538269,0
"2005","ALPP",3.13169100189408,0.180257761508
"2006","ANKRD34A",-1.10217718365948,0
"2007","MYH15",2.50778975086174,0
"2008","SHISAL1",-1.56699578546966,0
"2009","SOX6",2.56715532477282,0.013215690695
"2010","SLC27A6",-1.75878164938806,-0.163230952492784
"2011","VXN",2.52683561641111,0
"2012","SHANK1",-1.58451789696025,0
"2013","CHRNA7",2.18145606071073,0.0182583680202
"2014","TMEM255A",-1.49093796613019,0
"2015","VGLL1",3.33969361943396,-0.0291877122324
"2016","SFMBT2",-1.31581205813382,0.184263434058
"2017","CTAGE15",2.45580003985176,0
"2018","PTAFR",2.39495134304737,0.177455743208
"2019","SMO",-0.98438844245156,-0.106588845658
"2020","EVC2",-1.45868771633626,0
"2021","TP53INP1",-0.809455838066056,0
"2022","HTR1D",2.33456453181054,0.106162145195
"2023","SLC4A4",2.65226507650123,-0.205798310005
"2024","CASTOR1",-0.805684292851506,0
"2025","DDN",-1.12001029729573,0
"2026","GDF11",-0.766598692758342,0
"2027","ATP10A",-1.61443863208982,-0.186096321343
"2028","ADAMTS3",2.44660066554231,-0.114680547055
"2029","CCDC33",2.68364627335543,0
"2030","AGT",2.39715090009212,-0.146446281553
"2031","RABEP2",0.923951309779874,0
"2032","TNFRSF9",2.62041942083003,0
"2033","KDM4E",-1.5556050750359,-0.115050564504
"2034","NME5",2.52312057509455,0.154588040056
"2035","UCN",2.28157361484089,0
"2036","HBE1",2.92308282278013,-0.0512081146549
"2037","BATF",3.07007211733235,0.0101358487573
"2038","F2RL2",3.00344634507113,0.0725554076919
"2039","NRG4",1.71723645970749,0
"2040","SPTSSB",3.02112005391288,0
"2041","STK32A",2.67383914886592,-0.224118481806
"2042","GLRB",1.52343493083412,0.0514863857614
"2043","SERPINA1",1.98927160039566,-0.0620463654728
"2044","C8orf88",2.03123984111151,0
"2045","MAPRE2",0.994261212217558,0
"2046","RYR2",2.62664816691125,0
"2047","NTS",2.75119838401599,0
"2048","CLDN9",2.35905312212827,0.0814159796519
"2049","CSF2",2.87064044167414,0
"2050","WNT5A",-1.2625124263292,-0.0815329112282
"2051","FES",2.45515740961578,0.0216116632645
"2052","WTIP",-0.847977074733683,0
"2053","TP63",3.02292213069168,-0.220786905373
"2054","P2RX6",2.30182609554681,0
"2055","ANO5",2.58985086295531,0
"2056","CDH8",2.78887995774033,0
"2057","SULT1A1",1.2289187303849,-0.413976922065
"2058","TNFSF15",2.66991495242751,0
"2059","HGD",2.85928982861565,0
"2060","PAWR",0.847218910701024,0
"2061","KCNE3",3.15178930433962,-0.00463503931169
"2062","PCDHGC3",-0.642484988422335,0
"2063","AIFM2",0.967931619808179,0.0318128236003
"2064","EGR1",0.828120447926493,0.0600885608863
"2065","MYO1E",0.852141079046307,0
"2066","SYT13",2.99502116227614,0
"2067","FBXL14",1.0880156549757,0.0212803640029
"2068","CLDN2",3.02363004945636,0
"2069","DTX4",1.47104799435777,0
"2070","SULT1C2",2.89240404595066,-0.0158875942147
"2071","ISL1",2.69426847665813,-0.243163272261
"2072","SULF2",-1.08393110114854,-0.0682897709939
"2073","HYAL1",2.21061486620264,0
"2074","LRRIQ1",2.42540623669234,0
"2075","ZKSCAN7",-1.18558085275331,0
"2076","CCR3",2.60481552778634,0.134931708231
"2077","ZNF814",1.13593314011547,0
"2078","ADAMTS16",2.51185385979439,0
"2079","EPS8L2",0.929702463615059,0
"2080","SRSF8",0.824392511778947,-0.0881016217718
"2081","SYT14",2.56185514777771,0
"2082","IFNLR1",1.61579207569892,0
"2083","MAGEC2",3.17925497078367,-0.118698681986
"2084","NRN1",-1.45025714052218,-0.232973862034
"2085","FOXP2",2.53602947569769,-0.0106087385518
"2086","INSYN2B",2.82325072085791,0
"2087","CALB1",3.02424857171273,0
"2088","C16orf86",1.99121107980906,0
"2089","DDO",2.49100707799003,0
"2090","HERC6",1.23659759682444,0.090370623571
"2091","ZNF516",-0.802649257890963,0
"2092","POLR2J2",1.63925966312779,-0.585060476169
"2093","ST8SIA1",2.54439579003202,0
"2094","CA9",2.60385924541915,-0.0639511186378
"2095","GAB2",1.16708632425342,-0.0762101330824
"2096","ARHGAP40",2.79240374579261,0
"2097","POU5F1",2.07973739368521,-0.0884894210999
"2098","CLMN",-0.778949879582138,0
"2099","MTUS1",1.08493418678193,0
"2100","IGFBP2",-0.893751554902508,0
"2101","TLCD3B",-1.19871027121986,0
"2102","MAGEH1",-0.834664519207723,-0.25702737058
"2103","CCRL2",2.62134461585329,-0.0244740109099
"2104","USH1C",3.16679232827779,0
"2105","TMEM30B",-1.60034857835111,0
"2106","FGD1",-0.835433291613873,-0.127541404844
"2107","RCN3",-0.942826824566613,0
"2108","SELPLG",2.26718292501734,0
"2109","TAB3",0.952123735594302,0
"2110","H2AJ",-0.604481075506771,0
"2111","KLHL4",2.77470689166898,-0.352183271578
"2112","ZNF334",2.79941270161449,0
"2113","SDR16C5",2.87124381498726,0.273268315151
"2114","SLC41A2",1.25600910256817,0
"2115","KLF9",-0.804524391589596,0.00513478547276
"2116","ANGPT1",2.54765015239949,0
"2117","B3GNT8",2.49338266855944,0
"2118","SP140",1.97606556959439,0.0903772061809
"2119","KHDRBS3",1.26009078138443,0
"2120","ACTL8",2.72665540415298,0
"2121","GPC2",-0.803832519875655,0
"2122","MUC4",2.89092370538646,0.139382203997
"2123","ITGAX",2.61890224300417,-0.119884203823
"2124","KLF8",2.54949872787751,0.0586942828182
"2125","RFESD",-0.848300526983833,0
"2126","PSTPIP2",-0.889682877970006,-0.0382998608003
"2127","P2RX7",2.65215265029691,0
